"iter","ret.1","ret.2","ret.3","ret.4","ret.5","ret.6","ret.7","ret.8","ret.9"
18,0.00302477647791468,0.0158800765090521,0.0136299859691321,0.224936510831369,0.703648402243482,0.656028265442455,989585.872514568,865093.863737301,822272.338561696
19,0.00332005312084993,0.0171314741035857,0.0150360866078589,0.226602638335547,0.707747453595913,0.662243512211949,1189143.42629482,1039912.70378724,1007424.46911497
20,0.00357631683518036,0.0176608238774339,0.0160417084419491,0.227071839816327,0.708784788365745,0.663725190960638,1452163.45092499,1377111.76581583,1312521.96444107
21,0.00323209067563978,0.0153192242982378,0.0146409947853991,0.224989387231028,0.704169299314605,0.660015334489753,1060255.02523687,855307.333306543,896272.163949996
22,0.0027528638664417,0.0137199183021046,0.0124448012846246,0.225495857383891,0.704343819219125,0.660886214517318,910234.437438949,863395.030990163,862580.634216637
23,0.00278121137206428,0.0138177644358114,0.0126353790613718,0.226072779445524,0.708027014571634,0.662037011768701,911180.469715698,825832.200275109,817298.343484621
24,0.00319872051179528,0.014927362388378,0.014231308879535,0.225741445643965,0.705048184046349,0.659957613575705,1214714.11435426,1239575.4675734,1252279.30742566
25,0.00288414607090562,0.0158849891289879,0.0130260521042084,0.225677854195323,0.705020569624076,0.658874263375713,1079853.13040777,1137339.92018894,991001.396642227
26,0.00308696419121538,0.0159199153289822,0.0140224358974359,0.225118781972129,0.705866795928799,0.6608156733281,1054260.01058388,945234.811415449,902788.967351544
27,0.00335911602209945,0.0164861878453039,0.0148445336008024,0.22624346519337,0.7075361877295,0.662593656004088,1381537.23756906,1336352.26249233,1250676.76884685
28,0.00394084307474318,0.0208997520368402,0.017645879286144,0.226660286043216,0.707383827970329,0.660863246872182,1744295.96174283,1690510.32880583,1477528.66650428
29,0.00336849570073575,0.0172413793103448,0.0148385803088029,0.225008177466537,0.704293621791344,0.657914849481715,1123662.79585143,972608.118260708,856155.103139052
30,0.00297434076178638,0.0159371393056912,0.0134403209628887,0.226899058865311,0.707837951253284,0.660774610628677,951908.017402113,844699.633856831,766977.714566413
31,0.00235033259423503,0.0121064301552106,0.0104187537567622,0.225606847006652,0.704039746607428,0.659729811898769,608313.082039911,582576.776807106,548074.722970194
32,0.00274664422097196,0.0139547246710672,0.0124348174889691,0.225226358924379,0.705167668416569,0.658264661076879,915950.914809728,888590.12839789,858376.993439634
33,0.00367614491983347,0.0174949065461954,0.0158475426278837,0.226862388165471,0.707514015713722,0.662196410643338,1747859.86358402,2170019.05866323,1814784.87948039
34,0.00349372014859367,0.0166725632407571,0.0154370489174018,0.226948452149301,0.708173423364539,0.663763406189665,1380368.83070936,1343762.85891196,1274007.52766195
35,0.00343030249031051,0.0174633581324899,0.015440144375376,0.224780964048648,0.703318759589116,0.656919957052438,1361144.02815521,1290623.48968355,1244773.16426316
36,0.00306149613985269,0.0153074806992635,0.0138443017656501,0.225604893956873,0.705187639265336,0.659090857670832,1138080.57502884,1126631.87763596,1106213.93364343
37,0.00350441378698487,0.0176107882713037,0.0156563629064633,0.226877066051546,0.707661526395135,0.662022121327731,1433445.41542829,1317955.15566453,1246288.6893516
38,0.0038517731438438,0.0184176738832072,0.0168302945301543,0.226681644308673,0.707033899795787,0.661275476765035,1609540.44361801,1514103.8831724,1452269.730585
39,0.00264258973794318,0.013256991852015,0.0120312813314618,0.226157498348381,0.707709649484853,0.66378846647109,849751.15613301,798253.948002388,793355.261816532
40,0.00314632633164938,0.0162190906673757,0.0140477623921333,0.225830949215634,0.705837738817057,0.660577592964788,1114240.00709031,975232.902845873,933751.368177349
41,0.00323194758046664,0.0161597379023332,0.0144404332129964,0.225901700092974,0.706984633987968,0.660576493529336,1226297.87045646,1155441.82263318,1133750.8804572
42,0.00268923863686461,0.0141515672530089,0.012239165329053,0.226241987391439,0.708025628952392,0.664384854505513,823660.009698893,728099.63649577,679476.33197959
43,0.00300738578567954,0.0148157976206271,0.0134241634942897,0.226343823802574,0.707604256746111,0.661943329367695,1056404.40493565,1039530.12135633,966905.663518521
44,0.00261907932702979,0.0130953966351489,0.0118331327717609,0.226218719758512,0.706771763758544,0.66109123144786,774828.428108492,703176.6008913,699348.51542506
45,0.00349975634607717,0.0182518938554911,0.0158443642198155,0.225511513755371,0.705469317729573,0.659491568623348,1547767.24405263,1532984.82483408,1440246.584593
46,0.0039984006397441,0.0192367497445466,0.0178464006416683,0.226209716113555,0.70591655389044,0.660028085048005,1635345.86165534,1453191.68078246,1400290.69294871
47,0.00328348937303102,0.0166393042552247,0.0148266880384692,0.226380862581533,0.705596950296594,0.660051759699258,1108998.53574123,923292.953810653,894244.078216107
48,0.00322480894111411,0.0163449220303044,0.0146468699839486,0.226196010955515,0.706990012423305,0.663003200478266,1072635.94999337,1003259.88740648,923424.823091756
49,0.00408525754884547,0.0198934280639432,0.0184738955823293,0.227537113676732,0.709161622964397,0.66327694991524,1900788.63232682,1732379.37521417,1728685.03834097
50,0.00314507198228128,0.0164784053156146,0.0142455858747994,0.225244992248062,0.704179916741394,0.660151536176513,1025293.4662237,898187.667637278,832054.015789715
51,0.00302518017617226,0.0151259008808613,0.0134376253509828,0.225892686182045,0.705558089191088,0.658698139157053,956834.237921523,801762.798752495,793977.647717132
52,0.00350565786554249,0.0163745285112048,0.015634395670475,0.225935757710229,0.705900531383854,0.660286181350094,1418704.68160639,1314738.96812406,1334320.38998324
53,0.00323066029385732,0.0155337227827934,0.0144230769230769,0.22652504425562,0.707327759365797,0.661693802960755,1294460.96654275,1385250.2084628,1288898.67175568
54,0.00284672182190197,0.014055688995641,0.0128256513026052,0.226086269015212,0.705044858188905,0.661041605706946,860962.547816031,745040.822009211,764523.772915659
55,0.00310724431818182,0.0153586647727273,0.0140308679094007,0.227332262073864,0.706903492153271,0.663389215075658,1081414.24005682,1025696.43964424,1004757.60561994
56,0.00412709683145469,0.0203248424602822,0.0182328190743338,0.227179258010118,0.706719309567463,0.662632974230183,1954180.3496938,1919444.57362849,1750508.11282339
57,0.00296329057938965,0.0153914197257851,0.0134349308201323,0.227377315347192,0.708810318214573,0.663518633292633,931362.229102167,788783.889150421,745760.46957033
58,0.00336894365885013,0.0160911387916131,0.015224358974359,0.227146566780442,0.708195823771488,0.661970213436991,1299334.19034532,1250794.23659789,1261529.31713966
59,0.00275213068181818,0.0133611505681818,0.0122195512820513,0.225259796697443,0.703739198933955,0.658931320471528,923945.3125,966959.828263039,906645.725145355
60,0.00381781053005416,0.0191778389416674,0.0170477336542318,0.227112394566279,0.70904598349569,0.660990225012299,1571410.81417029,1422823.56021686,1364425.62432272
61,0.00348462793877641,0.0177319041947863,0.0158475426278837,0.226391711878611,0.707842888186712,0.663351305448797,1350955.40558423,1216101.0918702,1163892.87988273
62,0.00301164799149652,0.015412551485894,0.0136436597110754,0.226598658045086,0.707345510219917,0.661749406907407,938248.815270827,797111.93593079,814600.776224075
63,0.00300234005916376,0.0149675482361252,0.0136299859691321,0.226123272550665,0.707293564955127,0.660904756789065,1169051.17223718,1234530.36806514,1180276.68446157
64,0.0026471366804906,0.013235683402453,0.0120288692862871,0.226047891114445,0.706763316761563,0.662892928263031,761740.051177976,677852.657338034,664084.509670332
65,0.00319914689416156,0.0154181107260286,0.014446227929374,0.225855931751533,0.705609073213602,0.658233582139654,1100602.5059984,1006677.93266849,1026479.56498557
66,0.00342648629405482,0.0169099323602706,0.0152487961476726,0.225578266286935,0.704010271594913,0.658765900528991,1362405.21537914,1295439.5769113,1208759.96572472
67,0.00327999645405789,0.0167545764815389,0.0148654077942949,0.225620234032179,0.705872630593266,0.659533233284664,1256861.84123044,1223320.61814545,1126444.1318386
68,0.00351298470295269,0.016675560298826,0.0158380112269447,0.225112949128424,0.704913230081329,0.658263946733297,1330578.08609036,1208802.22104841,1206982.0140117
69,0.00296617673100761,0.0147866123605454,0.0130208333333333,0.226288856915176,0.705531706073468,0.661995594973103,995893.837435807,938169.772137085,887180.374260085
70,0.00341827221876942,0.016203498179881,0.0152457372116349,0.226189456627897,0.706125688666068,0.660289102599506,1298430.70229956,1155722.79500483,1187274.61171491
71,0.00341539143934354,0.017653581725438,0.0154339547003408,0.225281636726547,0.705311846569115,0.658658314541998,1238113.55067642,1036767.74812287,1009682.49761379
72,0.00412288868200559,0.0195948042736179,0.0184479647082414,0.226243707053243,0.706059083959621,0.661418576356078,1856413.08684666,1712982.72948354,1700398.73326951
73,0.00352191164014088,0.018099950960724,0.0158539032711218,0.224479733404663,0.702311009678028,0.654717101936966,1439722.25937319,1322089.89306798,1219963.67220765
74,0.00332800851970181,0.0164625488107916,0.0148326317899379,0.226688782392616,0.707681032229295,0.66062321416399,1229399.62726305,1117142.41267173,1078533.68797969
75,0.00314590810403651,0.0153750720014179,0.0142227564102564,0.225349891444016,0.704581492412497,0.65941853470807,1037205.90190084,886655.747854307,886299.62929853
76,0.00305986696230599,0.0156541019955654,0.0138248847926267,0.226904093126386,0.707382179376603,0.660834793003182,1007094.01330377,828704.267839254,824339.428051733
77,0.00319531354014113,0.0161097057648782,0.0144549287291708,0.227457222739981,0.707846829328664,0.662420704203847,1257547.59685794,1310624.18059935,1240589.28907908
78,0.00326970661010958,0.0159508660303994,0.0148326317899379,0.224272896783316,0.703773377491835,0.660638310629377,1090283.66914104,971628.889329214,938392.062537583
79,0.00279205814571884,0.0150239319269633,0.0126328453980349,0.227383770608048,0.708021189488385,0.662710615535365,768709.448679312,657534.860492676,591758.501804358
80,0.00310338712537684,0.016314949459124,0.0140280561122244,0.225695123248803,0.705523831040324,0.660791924243794,1268230.1826565,1291287.85733123,1227876.72275813
81,0.00377945753668297,0.0180969319697643,0.0168437938640465,0.226386451756336,0.706183681038459,0.659482160585184,1678230.32458871,1606323.50283425,1620950.31197235
82,0.00275164210900053,0.013225634652938,0.0124348174889691,0.226093835434049,0.706403412465847,0.660121700681701,898658.796378484,838093.508933619,885162.921027581
83,0.00320341697810998,0.0155276739633387,0.0144404332129964,0.226506598149137,0.705097833973933,0.658839906550827,1089193.80672718,941358.703170942,997205.810806034
84,0.00390347764371895,0.0202271114265436,0.0174523570712136,0.227041718417317,0.707592697812454,0.660389616251901,1754222.8530873,1602175.38577051,1483041.03950538
85,0.00314354024617019,0.0158062516603206,0.0142541658301546,0.225767138935624,0.706359293595652,0.661791509886515,1097001.23970601,987395.904941426,1001652.14446248
86,0.00380783705999557,0.0197918972769537,0.0172448365750952,0.225240690723932,0.705341513341074,0.659505854893285,1594760.23909675,1494371.13095071,1386602.20755166
87,0.00319872051179528,0.016260162601626,0.0142227564102564,0.226724065929184,0.70681450080172,0.659250120633269,1030019.9920032,943460.509560675,867324.491057531
88,0.00319021666888209,0.016748637511631,0.0144346431435445,0.226480030129824,0.70690766333611,0.661825703402023,1270535.69054898,1224002.15978732,1118872.85621839
89,0.00328815818706954,0.0169295712063986,0.0146409947853991,0.226145345478783,0.705203226375169,0.659579662014353,1220169.74005777,1163176.5499808,1054915.62351393
90,0.00328305235137533,0.0169032830523514,0.0146527498996387,0.226422799467613,0.707310514885832,0.659720041132257,1272543.92191659,1285663.88174379,1171888.58499632
91,0.00370011452735442,0.0184565236543036,0.0168404170008019,0.226933349484627,0.708584645617556,0.664523127207399,1667271.6060259,1646979.14914191,1637619.65286353
92,0.00323008849557522,0.0173893805309735,0.0146409947853991,0.225566907079646,0.705346572006262,0.661904043352367,1214707.07964602,1181654.99115656,1049733.03920144
93,0.00284280193665882,0.0133700528583485,0.0126126126126126,0.225750708479545,0.704114270313074,0.659221088772396,909497.623595256,883827.238819668,879902.498202859
94,0.00310022587359936,0.0158111519553567,0.0140252454417952,0.226652920855662,0.706437938721916,0.661339967864573,1074600.29230701,1046545.91963534,955704.251954521
95,0.00313534996688011,0.0159858688452197,0.0140336808340016,0.227267652903511,0.708813880269744,0.664334155746052,959542.503863988,757337.076977442,730681.653223012
96,0.00332284790217536,0.0165256302334854,0.0150451354062187,0.224931691108059,0.70451585732535,0.658797431820259,1221811.17362988,1046345.80715833,1069092.60332279
97,0.0026073890754817,0.013744033940251,0.0118283881315156,0.225685111366449,0.706082559165473,0.660369349301874,728035.177656001,624401.120378424,590815.497745693
98,0.00341705866690335,0.0153545753084228,0.0150330727600722,0.224971398775184,0.703399320035104,0.658928229149872,1254128.87192687,1133744.58308517,1180660.7168485
99,0.00261351052048726,0.0128460686600221,0.0118307599759374,0.226373027685493,0.7076072760329,0.662398390873312,815232.336655592,761158.084331872,771270.595685571
100,0.00323753769735675,0.015788540003548,0.0146175410492591,0.225895684761398,0.705422183776159,0.6607184397029,1339466.47152741,1352828.37125463,1372363.85834983
101,0.0036316931662164,0.0186456441826476,0.016439454691259,0.226006864785863,0.706265425219099,0.661236435549557,1541472.16440055,1456951.47533771,1384791.92393408
102,0.00310600346097529,0.0165949327772108,0.0140364948867054,0.226512818919998,0.706516473911154,0.66186556104924,1061476.6827883,936890.529975588,872086.276656232
103,0.00331315987100764,0.0168750276096656,0.0148445336008024,0.227078327516897,0.709480363541969,0.663876843446173,1231170.20806644,1119923.86939025,1056815.2584458
104,0.00337148434034247,0.017079229881998,0.0152641092588873,0.225685671191554,0.706285973629167,0.659723356956515,1310765.68183835,1258025.4364688,1193605.80825387
105,0.00315051473198438,0.0167731629392971,0.0140393100681909,0.226369879304224,0.706287943342587,0.658987670304999,1044206.6027689,925892.182434686,834204.870604866
106,0.00275078752384755,0.01419761302631,0.0122219995992787,0.224446461688629,0.702631579923664,0.657505619837783,865947.91250721,793307.810158325,718264.825424697
107,0.00324242693435196,0.0163453850937195,0.0146409947853991,0.227001856622546,0.707162079400273,0.661609619241485,1110304.25513014,968164.67241758,954089.013824485
108,0.00257938272703015,0.0134750511429334,0.0116442481429432,0.225162176465356,0.704062402802239,0.658707490015486,691222.98318954,636181.144184554,558237.362352788
109,0.00283185840707965,0.014070796460177,0.0128385155466399,0.225338438053097,0.705852129322359,0.660390475835733,865189.380530973,718296.960880204,736236.035529779
110,0.0039502885042166,0.0197070572569907,0.017645879286144,0.226433803817133,0.706137403011425,0.661507315187239,1766885.042166,1646654.52515702,1587116.8431529
111,0.0030647597050724,0.0146575464155636,0.0138138138138138,0.22556359154304,0.704910020093326,0.6581541114811,956143.732788487,809094.349421873,828528.513428204
112,0.00288465805707185,0.0153108773798429,0.0128230815467842,0.226076758531931,0.70547887802788,0.659298426553075,936994.630098078,925681.394699842,797403.22471294
113,0.0033678986085261,0.0163077195781264,0.0152274093368063,0.225166963573518,0.704812706513266,0.659524322895972,1379794.38092706,1351131.56519175,1362775.48436547
114,0.00310848616723656,0.0160309072338914,0.0140364948867054,0.225272525422976,0.704218006812129,0.657635673068246,1085576.62418402,1079611.9390496,994853.045505965
115,0.00348955342550466,0.0179336543133531,0.0158316633266533,0.227345253765626,0.708674691001597,0.664934091003886,1288796.76664164,1149631.30659098,1093806.17915887
116,0.00309830478466782,0.0155357854202629,0.0138304269392664,0.22685337936529,0.707014731020109,0.660821152782443,1023277.12123224,911961.760113748,839701.369819943
117,0.0036811992726305,0.0179624783784982,0.0166499498495486,0.226761422805695,0.70805633220167,0.661570971452518,1488529.73788087,1345101.50301794,1356302.28520666
118,0.00331096591912414,0.0172611689917005,0.0150511739915713,0.225361575136853,0.706857615658425,0.661191464121499,1214429.18947554,1112128.85240837,1063250.9383541
119,0.00279490705824941,0.0129541723969655,0.0126353790613718,0.225142052260326,0.704880877805546,0.659249473239759,855548.999600727,763293.183240715,837271.40450545
120,0.00325413453394553,0.0164489814113137,0.0146468699839486,0.22486459234164,0.702279156808237,0.656334746186901,1097261.62350109,982430.487164469,940893.703743228
121,0.00375889974793261,0.0187502763896873,0.0170648464163823,0.226804134789723,0.708155392255958,0.663339120613347,1798671.11838323,1863642.20600926,1795591.60865865
122,0.00308410803189849,0.0157289509626823,0.0140364948867054,0.227868251310746,0.711001992628514,0.664272326082795,993360.355994184,849935.305828775,814765.64559257
123,0.00314103698460449,0.0155724650504336,0.014231308879535,0.226181578481685,0.706682611999153,0.661160726041972,1299384.17979119,1349475.55446225,1338157.6426126
124,0.00336060137077161,0.0175105018792837,0.0152365677626303,0.226444877293832,0.708318380247452,0.661650632646999,1200507.62768074,1047508.20767188,998202.300926584
125,0.00310696848646249,0.0158455392809587,0.0140421263791374,0.227634704837994,0.707912067708741,0.662782836662695,1022876.16511318,910018.501745331,860549.145797678
126,0.00331579645430833,0.0161810866970246,0.0150180216259511,0.22639870020779,0.706583347288382,0.662326705530863,1333878.59763915,1261225.52941412,1300371.0071759
127,0.00317796610169492,0.0155367231638418,0.0144317498496693,0.226010399011299,0.706421584989663,0.663020772948014,1168061.44067797,1156364.5434858,1155143.69083693
128,0.00305377295861916,0.0154458951095375,0.0138470800722456,0.225719473334809,0.706669954690444,0.661448631671128,1007836.68953308,882628.232460737,873779.006028279
129,0.00368397691966267,0.0184642698624057,0.016255267910897,0.226591162893919,0.706432865877459,0.660051314654042,1453770.97203728,1333267.98355947,1238957.23308431
130,0.00275249722530522,0.013984461709212,0.0124198717948718,0.226433598224195,0.704917373922769,0.660408616691813,884129.633740289,900058.242398526,850550.584065416
131,0.0031551348709061,0.0154201662000622,0.0142427281845537,0.225822490334622,0.7049573260847,0.659902458898615,1082116.60667467,954505.936158629,964157.861948154
132,0.00294170083793903,0.0145747905152434,0.013234409464608,0.225705954715636,0.704089222629634,0.659143697404652,1048304.51060795,973683.520982982,973161.907169571
133,0.00301940411171795,0.0148750055503752,0.0136245241434582,0.226201247724346,0.705150505154381,0.660240206244396,1018263.84263576,850225.520212478,893645.841405379
134,0.00297791012933908,0.015422907684786,0.0132185059082716,0.225476332281435,0.704515493366345,0.658085884427081,1069784.43486377,1087529.55184492,969180.19832968
135,0.00274360562881671,0.0138950349588459,0.012246536839992,0.225653137445792,0.70579707670297,0.660460726826703,888132.578104257,942941.153737258,866907.682881136
136,0.00363862264820731,0.0181043663471778,0.0162292125826488,0.225667141462549,0.704639973927164,0.658363459145288,1458032.48136315,1343698.13672194,1257680.00189036
137,0.00323094626892095,0.0158449145790918,0.0142398716405937,0.226084544569355,0.707379740530296,0.660207400313369,1082883.95149155,985598.710078981,870779.856854608
138,0.00350721420643729,0.0180688124306326,0.0154308617234469,0.22722131409545,0.707472003335832,0.660880977130719,1271680.7991121,1152252.4243475,995563.099709548
139,0.00314284449559559,0.0155371608162543,0.014050582095544,0.226382940108893,0.706518082615967,0.662382574443798,1049898.63219866,877159.482485159,879494.923331437
140,0.00300459526334394,0.0150229763167197,0.0136299859691321,0.22538955903146,0.704778664897945,0.661612978119654,971926.475786497,833945.162146969,844999.456451496
141,0.00331740976645435,0.0169409058740269,0.0150360866078589,0.226250605980184,0.707773810366043,0.661334322152238,1164543.52441614,1004270.96921252,959545.905512432
142,0.00350161783608883,0.0187048446434112,0.0154339547003408,0.226103395239573,0.706802212049079,0.659393826960136,1486121.62581446,1432900.4112466,1249167.96765961
143,0.00345484342472428,0.0175842671745582,0.0156406657309003,0.226558980378261,0.70715592177189,0.660481636236035,1183594.80887629,974924.151071834,963901.692935074
144,0.0031551348709061,0.0168421988179354,0.0142484447120209,0.226916451139848,0.707602794789004,0.660861630441604,1224918.01093188,1189480.6173444,1058710.10016485
145,0.00376672870690419,0.0178587255162634,0.0168235529741638,0.225044327749712,0.704670788587818,0.658453885584977,1784374.72303465,1784302.36807123,1783500.0581472
146,0.0038558702300226,0.0197668749722998,0.0172448365750952,0.224353995479325,0.7035214705024,0.657369973615154,1492915.83566015,1264654.76312041,1184498.84460787
147,0.00354499933531262,0.0175477467097975,0.0158539032711218,0.225985806708911,0.706728342689183,0.661900777935267,1256985.86431515,1092383.56056037,1045701.18952665
148,0.0028416659266495,0.0145635378740787,0.0128230815467842,0.225328505461327,0.70263537804693,0.658367685624466,806123.79007193,678174.536063519,639432.560644331
149,0.00368463109295925,0.0186895143389861,0.0166599759132878,0.22634870815946,0.707145373234292,0.660912151762752,1467035.86966172,1217941.09973124,1229113.60382648
150,0.00327158583491755,0.0166674035103232,0.014635124298316,0.22620129979221,0.707705325486858,0.662366729061217,1228480.48101154,1151349.45653644,1060272.92734419
151,0.00336610860129329,0.0151917796084684,0.0150451354062187,0.227277743821419,0.709090454151966,0.663590843401698,1268248.73770927,1162624.87920227,1266232.51377311
152,0.002925921000133,0.0155605798643437,0.0132211538461538,0.225344700093097,0.703987790030076,0.65975192301054,939074.344992685,885084.330067651,793521.151960916
153,0.00315079435519659,0.0155320848495607,0.0142370162422298,0.226048588799148,0.706386417398469,0.659466445724642,1021393.00612408,919175.808624974,885101.59448352
154,0.00287929125138427,0.014485049833887,0.0128385155466399,0.226735942414175,0.707880559340112,0.66187565697838,986790.697674419,967180.564628253,905961.850417579
155,0.00340677816122467,0.0161932572338731,0.015440144375376,0.226263343951863,0.707492427442516,0.662363276068322,1310212.8130254,1290576.0524399,1299434.72904487
156,0.00265521971943178,0.0138071425410453,0.0120385232744783,0.225781873700049,0.706591091776917,0.662464654055219,774660.353144223,724008.984773707,682021.09667258
157,0.00342374388617163,0.0163183637172076,0.0152457372116349,0.226379208537128,0.705891042431016,0.660151180553133,1233677.63450422,1112271.73084005,1102732.82789999
158,0.00314256628159164,0.0164652768556633,0.0142398716405937,0.226051281370336,0.70624814752152,0.662163977522947,1079188.68676139,926455.330761467,904086.827062757
159,0.00311000533143771,0.01626088501866,0.0140393100681909,0.225262169006575,0.704471209169177,0.658785465488735,948022.925182157,796117.027451126,717653.948935775
160,0.00358438799893796,0.0183202053279051,0.0162389735364876,0.225756774935835,0.706703215443365,0.659465701209354,1455297.3714488,1368136.3842954,1292919.49206178
161,0.0042604180535215,0.0206363999467448,0.0190533493782591,0.226403159810056,0.706807126137018,0.662654527828451,1988209.29303688,1857869.96839127,1797491.56979278
162,0.0035084602744593,0.0179864102677977,0.0158284912843118,0.226193307278945,0.705661739526254,0.660389748835494,1335916.41870587,1228695.48598945,1177068.21594656
163,0.00359488727143618,0.0180188176815196,0.0160352776107436,0.226654140777561,0.705578546802294,0.6606203019787,1486234.24462986,1409091.94930513,1308585.68988706
164,0.0036977635213401,0.0175977902521607,0.0164361595510122,0.226709101844427,0.705115215445943,0.659723506766673,1544075.11360599,1375003.44894076,1424417.91368736
165,0.00278699402786994,0.0140234461402345,0.0126353790613718,0.224621061712011,0.704335969969847,0.659702231356355,869653.616456536,843970.093500521,816250.614448936
166,0.00319276307037382,0.0168950379140615,0.0142341619887731,0.225946264023768,0.705636172261084,0.660161761161378,1028133.56392178,850265.880520058,774282.623335952
167,0.00327506085417128,0.0170391679575127,0.0148385803088029,0.227067311352069,0.708448077463022,0.661935522580318,1120725.82429741,897596.423504994,921139.65901084
168,0.0029264399414712,0.0145878597082428,0.0132264529058116,0.224627371081453,0.703165800720323,0.657796846293707,1016469.64927061,978872.066043092,950441.900245685
169,0.0031032495455956,0.0163585583189254,0.0138248847926267,0.227515276854192,0.708331772812451,0.660044542271252,1040147.18269273,897893.219050299,836375.173603296
170,0.00310807210727289,0.0150963502353255,0.0138359735311811,0.224582945564337,0.703504354498658,0.656714598884487,1253236.83509457,1287763.66154657,1276132.41000763
171,0.00307144446917427,0.0153572223458714,0.0136409227683049,0.227166067215669,0.706160817671396,0.661658917790493,1079919.87536167,987374.572266045,929248.475456346
172,0.00322894550601557,0.0165428167020524,0.014635124298316,0.226390100849257,0.707634737863694,0.661391948186806,1253089.17197452,1186590.0646923,1133851.24774783
173,0.00307199145184987,0.0164284760251102,0.0138331996792302,0.226158229820578,0.705330069931229,0.658564521744762,1029731.53466008,938424.034678215,849080.897045482
174,0.00322637673472996,0.0159992928489349,0.0146233974358974,0.225777627508176,0.706051925184927,0.661020126175002,1144395.82780872,1028309.40534175,1012737.76838313
175,0.0035092395167022,0.0169243070362473,0.0154277699859748,0.225901261549396,0.704957171724243,0.660728550609496,1471143.3901919,1485827.9558968,1406963.69513071
176,0.00350379207876879,0.0177407193861711,0.0156187424909892,0.225701246285537,0.704442891474655,0.659438295209606,1388097.30784583,1320959.95110464,1213412.37450073
177,0.00364866067455727,0.0188217495772893,0.0164427511529978,0.226697744059802,0.706625184303059,0.660166726718786,1554621.34021536,1507606.88887561,1404151.44239787
178,0.00314855875831486,0.0161419068736142,0.0142370162422298,0.226325609756098,0.706528505740298,0.66119685282628,1041102.43902439,876681.205062033,845386.662049419
179,0.00360032002844697,0.0175126677926927,0.0158284912843118,0.226417512667793,0.705949524833714,0.659141177495131,1452837.14107921,1376862.86674606,1290398.81753061
180,0.00292540224280839,0.0140951198971677,0.0132238028451212,0.226348814325606,0.706579552070735,0.661052630377173,998703.071672355,902621.513907856,928347.617416919
181,0.00371484167698567,0.018308862550858,0.016653290529695,0.226530647443835,0.707615088614959,0.662082969085446,1525982.66407217,1424565.8160727,1370436.33968617
182,0.00362350861688025,0.0174105170128148,0.0160384923817161,0.226382311091471,0.70793651643841,0.662723785095969,1550716.74768007,1537854.82587304,1511335.12182728
183,0.00305053273796366,0.015517927406163,0.0138248847926267,0.223998412838764,0.703408912080696,0.658539922802444,1090473.93783987,977088.440063331,962352.728461445
184,0.00269208702943643,0.0142548214837371,0.012239165329053,0.226432216779205,0.709038754771795,0.662415996597544,855787.545787546,852908.471223904,760350.938635858
